Ticker,Summary,Sentiment,Confidence,URL
TSLA,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BTSLA%26tbm%3Dnws%26pccc%3D1
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/tesla-likely-launch-more-conventional-160521632.html
TSLA,Electric-vehicle maker’s shares have been under pressure since earnings. Tesla jacked up prices of its most expensive cars in China,NEGATIVE,0.9885679483413696,https://finance.yahoo.com/news/tesla-stock-jumps-55-on-friday-snaps-longest-weekly-losing-streak-since-2021-201813547.html
TSLA,"Deal allows Ford to access more than 12,000 Tesla superchargers in North America. Auto parts retailer AutoZone reports mixed third-quarter results",NEGATIVE,0.9910306930541992,https://finance.yahoo.com/news/auto-roundup-tsla-fs-game-142800188.html
TSLA,"Tesla offers steeper discounts of $6,330, $5,000 on higher-priced vehicles.",NEGATIVE,0.9646244049072266,https://finance.yahoo.com/news/tesla-doubles-discounts-model-3-002409554.html
TSLA,"Tesla’s new truck to be more than a ‘niche product,’ firm says. ARK sees EV market share hitting over 70% by 2027",POSITIVE,0.9890111684799194,https://finance.yahoo.com/news/tesla-cybertruck-could-be-as-mainstream-as-the-model-y-ark-invest-203139255.html
TSLA,EV maker has delivered positive earnings surprises in nine quarters. Musk hinted at share buyback in recent earnings call,POSITIVE,0.9995946288108826,https://finance.yahoo.com/news/5-reasons-buy-tesla-now-121300017.html
TSLA,The Model Y was the top-selling vehicle globally in the first quarter. Tesla may have paid a price with lower profit margins,NEGATIVE,0.988255500793457,https://finance.yahoo.com/news/tesla-model-y-was-the-best-selling-car-worldwide-in-the-first-quarter-154909234.html
BTC,"BTI and ETI contracts will be settled in U.S. dollars monthly, Coinbase says. Crypto derivatives are a popular, albeit mostly unregulated, market",NEGATIVE,0.983632504940033,https://finance.yahoo.com/news/coinbase-derivatives-exchange-offer-institutional-081858007.html
BTC,stablecoin issuer to partner with a Uruguayan firm. Miners have suffered as network hashrate drops,NEGATIVE,0.9989707469940186,https://finance.yahoo.com/news/controversial-stablecoin-issuer-tether-plans-163724092.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://uk.finance.yahoo.com/news/bitcoin-poised-for-first-monthly-decline-of-2023-084014656.html
BTC,SATO's two Quebec-based data Centers are currently preparing to increase Bitcoin mining capacity.,POSITIVE,0.7707810997962952,https://finance.yahoo.com/news/public-bitcoin-miner-sato-technologies-120500755.html
BTC,"Coin could reach $32,000 by the end of June: ChatGPT. Ethereum could be set for a positive month: ChatGPT",POSITIVE,0.9204605221748352,https://finance.yahoo.com/news/chatgpt-price-predictions-june-bitcoin-212203498.html
BTC,Sales of BTC equated to proceeds of $12.9 million. May daily BTC mined averaged 19.6 and reached a high of 29.6,NEGATIVE,0.9615878462791443,https://finance.yahoo.com/news/cleanspark-releases-may-2023-bitcoin-130000163.html
BTC,"Mining firm produced a record 1,245 BTC in May, up 77% from last month and 366% from May. raised nearly $800,000 for Bitcoin Core developers in collaboration with Brink",POSITIVE,0.9456731677055359,https://finance.yahoo.com/news/marathon-digital-holdings-announces-bitcoin-100000265.html
BTC,Network’s hashrate also rose to a record high. Miners are rewarded for validating transactions on the network,POSITIVE,0.9842543601989746,https://finance.yahoo.com/news/bitcoin-mining-difficulty-rises-3-053415215.html
BTC,‘Bit.Bread’ is latest in a string of works by artist OONA. Performance art has become a regular feature at Bitcoin conference,POSITIVE,0.9977066516876221,https://finance.yahoo.com/news/someone-bought-loaf-bread-bitcoin-224725278.html
BTC,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,Hawkish comments keep crypto investors off-balance. Bitcoin finished May with first losing month in 2023,NEGATIVE,0.9883695840835571,https://finance.yahoo.com/news/first-mover-asia-bitcoin-settles-020214108.html
